"","x","y","clusters","names"
"112",31.9599572784321,11.214536009072,"7","Definition"
"113",-27.2770076476587,-8.64550892696519,"4","Denmark"
"114",23.6162207967066,4.62463754234963,"1","Death"
"115",14.3988204244814,-9.85385270721245,"7","Diesel-electric"
"116",-34.8573092743289,-9.48882004115071,"4","Embassy"
"117",-20.006478124336,-18.0073181857101,"4","Europe"
"118",16.283128473312,21.8209092090383,"1","Encyclopedia"
"119",14.7443696662258,-53.9814084420432,"7","Earth science"
"120",72.8831548345878,0.0914946791882491,"7","Earth"
"121",20.1364771434638,16.5621790107955,"7","Et cetera"
"122",17.720320811037,6.74565796415153,"7","Experiment"
"123",9.70200276249046,10.1095431116259,"1","Ethics"
"124",21.3846456418276,15.2767020326362,"7","E Prime"
"125",47.1153096111041,32.9764856591906,"7","Einstein on the Beach"
"126",20.7106583743964,16.6277647136738,"7","English"
"127",-36.8322910988616,-4.82830884818031,"1","Ethnic group"
"128",-20.720768942496,-6.37008341109686,"1","Ewe"
"129",31.8578397055575,-0.604104122059622,"10","Ebola virus"
"130",15.8154380584546,0.506391470872138,"5","Ecology"
"131",13.7990213744939,2.29080307854573,"4","Economics"
"132",57.2939730717843,-19.3775158071397,"7","Chemical element"
"133",-44.596815291937,-4.91840654577086,"1","Egypt"
"134",31.6689460364727,17.3513033947434,"7","Everything2"
"135",-5.86457068217749,35.6357959035006,"7","Editor"
"136",12.0745930451967,1.83046800568225,"10","Ecological yield"
"137",11.9047740704865,2.52998757057187,"7","Experience economy"
"138",4.39893944593612,12.796512881254,"7","Execution"
"139",28.9893192612134,17.1792484390953,"7","Flesch Reading Ease"
"140",-13.5485986060521,-1.58703679535291,"4","February"
"141",35.8028905653446,21.7176709365253,"7","FAQ"
"142",19.7024159768256,-46.2412643520667,"10","Flame (disambiguation)"
"143",8.06915250656738,1.38787668062851,"7","Financial capital"
"144",17.7223143374586,8.62552579680146,"7","Fecund universes"
"145",28.3649711122236,-28.6688158705787,"10","Food"
"146",22.6089319595485,-21.7129018444757,"10","Fine"
"147",30.424631698977,-27.9999598468817,"10","Frying"
"148",18.6328272858831,-42.2905088175999,"5","Fish"
"149",24.7473470551885,-10.1699066254798,"10","Foot"
"150",-49.2346371943754,-20.528539811715,"6","France"
"151",-27.5201967928261,-8.28747296054292,"4","Finland"
"152",31.5241818309254,-36.7127724889943,"5","Fruit"
"153",22.2882434393102,-29.2190086962953,"2","Farm"
"154",15.7518511593108,-0.621314662945022,"7","Geography"
"155",16.5825092667352,11.6027418978966,"10","Good"
"156",-6.12661905614547,6.67254259812528,"1","Goodness"
"157",18.6160394367347,17.5721888396694,"1","Grammar"
"158",-20.0083183446306,-33.5520183196728,"2","Great Lakes"
"159",31.7298984096695,17.4924463788027,"7","GNU Free Documentation License"
"160",28.2876262682042,-19.9762752596936,"10","Glass"
"161",-11.0344779274759,15.8114917546159,"1","God"
"162",4.38761205758043,23.4576017656459,"1","Ghost"
"163",50.7218517943957,-32.8914264290012,"10","Green"
"164",16.5754466862102,10.4735702423691,"7","God's eye view"
"165",34.6924153251175,21.4938237227107,"7","Google"
"166",61.2022151101309,-11.5680773704378,"7","Gallon"
"167",0.594261616501102,2.86416185059211,"4","Government"
"168",64.801741338254,-1.78647294606823,"7","Galaxy"
"169",50.2419257752335,6.5582329368961,"7","Geometry"
"170",52.7612053066651,8.33454074074521,"7","Graph theory"
"171",19.0715754320613,-21.4945272687068,"10","Goatee"
"172",-28.7419737409359,-30.0025023577355,"2","Herm"
"173",-43.2438042652545,1.32369643957307,"1","History"
"174",25.6383204077366,4.14288248546417,"10","Health"
"175",0.161342560147856,-17.8878184701943,"2","Harbor"
"176",-19.800928422397,-30.4441251016863,"2","Hawaii"
"177",-3.43761060857899,-24.3379806383432,"2","Honolulu"
"178",-20.0086764604228,-30.8594749937606,"2","Hawaii (island)"
"179",-8.03099463352873,5.29791825084092,"7","Hawaii Ponoi"
"180",23.5874360560914,4.68469952225545,"1","Healing"
"181",-14.0043475246919,-17.2634028054344,"4","History of Australia"
"182",-39.1092583826834,4.16984593819864,"4","History of Spain"
"183",63.9490166422496,-10.6648069701169,"7","Height"
"184",-13.0601179961065,28.0533529494854,"6","Historian"
"185",36.56533665098,-6.56359681730812,"10","Human body"
"186",53.6288780313715,-16.1780078002023,"10","Hydrogen"
"187",54.3968066826402,-15.6632846203171,"10","Helium"
"188",36.0681031880777,22.6186999425648,"7","Home page"
"189",19.5476334400741,-22.9940445231085,"10","Hair"
"190",-17.7898326791432,-47.4001232729202,"4","Ireland"
"191",35.6651964914414,18.0043920117126,"7","Internet"
"192",-63.7926383263934,-22.6557416039738,"4","Italy"
"193",20.5135060908009,16.300317191178,"1","If"
"194",-23.9912800702114,-27.1019454889826,"2","Island"
"195",-31.0635649721474,24.0475742673278,"4","Interim"
"196",21.573503310066,15.3590718010678,"7","Idiom"
"197",18.2775684001711,16.4304277036486,"1","IELTS"
"198",24.2538459128982,-19.8914980506082,"10","Ink"
"199",63.2614459204386,-10.4898630465671,"7","Inch"
"200",61.1945423184039,-11.6146631981053,"7","Pint"
"201",-64.193982729683,-22.6927005906563,"4","Italian"
"202",12.0797842416053,2.65691279911928,"7","ISO 19011"
"203",-56.0925048589457,-11.9720091700208,"2","India"
"204",12.5539239666819,14.4442633174133,"1","Insult"
"205",30.176892343987,4.47052123885731,"6","Immunology"
"206",53.8799057683074,9.77389615189812,"7","Infinity"
"207",-13.5626667258296,-1.6086413060287,"4","January"
"208",-13.3685678086715,-1.52330856637203,"4","June"
"209",-13.5388487090239,-1.61781044149895,"9","July"
"210",5.44311633484882,19.6235210317491,"4","Japan"
"211",24.817053817519,14.3816228973565,"7","Jargon"
"212",74.8517477074327,-0.732427431784408,"7","Jupiter"
"213",-51.1052086201316,8.86144383856779,"9","King"
"214",14.8182367544793,9.32908388180629,"1","Knowledge"
"215",-19.9571652406205,-30.7254239769858,"2","Kauai"
"216",-19.9589202381679,-30.5391663076483,"2","Kahoolawe"
"217",10.399506986629,25.7913022918114,"1","Killing"
"218",63.1657751127846,-10.1060858705836,"2","Kilometre"
"219",-19.2293684308352,-5.29163031365386,"1","Language"
"220",14.3279965554351,-2.92724018705493,"2","Leisure"
"221",14.3299691847608,17.7168252947532,"10","Live"
"222",14.0464777833892,6.81497766862556,"1","Life"
"223",4.32028830046336,6.91010929101405,"1","Law"
"224",-11.6093005889188,32.0059899656858,"6","Ludovic Lazarus Zamenhof"
"225",14.7399713335043,58.4472597535338,"8","List of countries"
"226",-15.770315000954,-23.482927418067,"2","Provinces and territories of Canada"
"227",-2.72868681939004,-24.1791018976583,"2","Las Vegas"
"228",-20.0521520476534,-30.6020285515982,"2","Lanai"
"229",-12.2895161658735,-0.832975623957434,"4","Leap year"
"230",21.8960858490716,-20.2884086548408,"10","Leather"
"231",10.6539324373153,4.18944343193414,"7","License"
"232",34.9694157923354,18.0176790988988,"7","Link"
"233",32.8454694613183,23.8121586098216,"2","Library"
"234",51.2946705462937,9.05225803787251,"7","List of mathematics topics"
"235",13.4763700316815,15.1115712087051,"1","Like"
"236",-19.3897700784599,-13.9784214465439,"2","Political divisions of China"
"237",35.8401618798713,-19.6961581094691,"7","List of fruits"
"238",-2.23370327003995,3.85258132338707,"4","Legislature"
"239",51.715511379603,9.68528182128872,"7","Linear algebra"
"240",-5.7882037212195,-42.3165555680603,"2","London"
"241",45.462208172785,-44.7796870447194,"4","Litre"
"242",36.1040323015933,-37.2049579971868,"10","Lime"
"243",50.8383278193611,9.24297387549439,"7","Mathematics"
"244",-13.6364740100384,-1.68080865474364,"4","March"
"245",-13.5765585599787,-1.62758479800216,"4","May"
"246",34.1695090794531,50.7793713713432,"6","Music"
"247",-42.7172183684392,-22.0597094381627,"2","Madrid"
"248",-14.1410773056359,-24.0489549663029,"4","Montreal"
"249",33.9803475370516,-34.8059235138291,"10","Macadamia nut"
"250",-20.0028859426055,-30.6346685432162,"2","Maui"
"251",-20.0210856565974,-30.6511334623313,"2","Molokai"
"252",8.30315414010137,1.86815893005129,"1","Money"
"253",54.8336433137307,11.0728758330613,"7","Multiplication"
"254",44.1246013864441,19.4544788803487,"7","Microsoft"
"255",-13.5468259909363,6.65505798487841,"1","Islamic world"
"256",56.3261283371945,-1.58253259969613,"7","Multiverse"
"257",17.3950316541854,8.91661463381638,"7","Mechanistic paradigm"
"258",37.8900903679873,18.6012127778795,"7","MediaWiki"
"259",-19.23471083845,-5.94642809138579,"1","First language"
"260",18.9879938177941,-21.6365896119608,"10","Mustache"
"261",63.1718826169106,-10.0892054757725,"2","Mile"
"262",33.4327333946763,-21.8922241065585,"10","Margarine"
"263",64.9074303758423,-1.80940613714273,"7","Milky Way"
"264",49.1012678992924,-1.5850895949804,"7","Movement"
"265",20.9004956437068,11.7877437657823,"7","Metaphor"
"266",39.384069222311,-14.0007260863541,"10","Metabolism"
"267",46.8606738804161,0.876017656288828,"10","Microscope"
"268",58.1309666535347,-8.20949274693452,"7","Mass"
"269",73.4223385767493,-0.705440100903586,"7","Mercury (planet)"
"270",73.2075381968908,0.0887712140255969,"7","Mars"
"271",44.1051039558954,21.1804875109581,"7","Mac OS"
"272",42.9791523391458,17.8973936128173,"7","Apple Macintosh"
"273",63.2062513592537,-10.3735336697199,"7","Metre"
"274",43.8234281174018,3.69326005071025,"7","Magnifying glass"
"275",50.5938115636673,-16.0449333616894,"10","Molecule"
"276",16.9052558040278,9.63776504680697,"7","Moral reasoning"
"277",-15.839162744708,4.41344386805851,"2","Mosque"
"278",9.26330056709286,-36.7960367924748,"5","Mammal"
"279",56.2746711551178,12.0295222873822,"7","Number"
"280",-13.6017503759209,-1.64867446959686,"4","November"
"281",-24.239303726542,-2.0275716410948,"4","National anthem"
"282",18.7071710788847,20.9983255534358,"1","Name"
"283",-19.9900538751647,-30.4785870757328,"2","Niihau"
"284",14.8642582360528,-33.4261629485187,"5","Nēnē"
"285",38.1923644003429,11.0151786731717,"7","Network"
"286",20.2718540816654,-42.3137845623017,"10","Fishing net"
"287",25.0811365313241,20.8952368632636,"7","Internet slang"
"288",-25.7173824349633,-16.762139790858,"4","Nauru"
"289",21.8796167945982,16.0582424458904,"1","Noun"
"290",14.5125153949899,9.18759884117246,"1","Nature"
"291",11.870565328142,0.560330762005193,"10","Natural resource"
"292",17.7057658974574,8.78199698525452,"7","Negentropy"
"293",-20.1087440657863,-18.1984501732293,"2","North America"
"294",73.6572127075569,-1.47588026629944,"7","Neptune"
"295",52.3294609330324,11.9787588405206,"7","Negative"
"296",18.3191231034956,9.48407982380924,"7","Now"
"297",-0.0563032607254066,-25.8621806286706,"2","New York City"
"298",-13.5912429836888,-1.64364486793517,"4","October"
"299",20.2219733892266,16.628374540658,"1","Of"
"300",60.798727145718,13.9903084964432,"7","1 (number)"
"301",-6.60236946413281,5.93670415696227,"1","O Canada"
"302",-20.0083313052501,-30.5867257182369,"2","Oahu"
"303",31.9075655735376,17.6432996515635,"7","Open content"
"304",19.9650311468767,18.2457359622113,"7","Orthography"
"305",43.0834662511931,-20.5817613941084,"10","Oil"
"306",25.4536474102733,17.192840764947,"7","OK"
"307",21.2510695781132,15.7977231712886,"7","Oxymoron"
"308",41.8226085105063,19.2240625969466,"7","Operating system"
"309",15.4768646802405,7.57109980126695,"1","Philosophy"
"310",18.6142720535573,4.14193440373245,"7","Physics"
"311",2.54939271023507,4.82974827794665,"4","Politics"
"312",13.9433504706798,8.63932513534252,"7","Value (personal and cultural)"
"313",13.9467223521032,14.6442765029217,"1","Profanity"
"314",31.4763633018405,10.4794686219831,"7","Proof"
"315",-20.697917028907,-12.0630755270889,"4","People's Republic of China"
"316",27.1345080781214,2.21962265800401,"10","Psychoneuroimmunology"
"317",-31.7682063700647,16.4097944564261,"4","Political party"
"318",31.5385506840798,17.2806992166241,"7","Page"
"319",14.5175051206875,-26.2593712519701,"5","Pet"
"320",32.5846977294161,9.18213527098358,"7","Product"
"321",38.4767948996436,15.1338517833133,"7","Program"
"322",15.7820603835195,7.85309110600437,"1","Platonic realism"
"323",53.764923280448,8.39191128058388,"7","Paradox"
"324",32.8534508020834,-32.4130718203937,"10","Potato"
"325",27.5212507200337,-37.1883778672836,"5","Plant"
"326",56.0159004569707,-0.37331682068688,"7","Prediction"
"327",48.9158223228294,9.67326157719487,"7","Probability"
"328",48.8191364399395,9.51685364542461,"7","Probability experiment"
"329",38.7814156543589,-13.6376511219168,"10","Protein"
"330",56.967625448943,-20.434016765211,"7","Periodic table"
"331",18.2581757790606,0.459926562660174,"10","Physiology"
"332",73.2830286996231,0.0582122329744127,"7","Planet"
"333",-23.0880603316442,-12.6457765213668,"4","Political problems of China"
"334",2.25819148129996,9.74205325658718,"4","Police"
"335",56.258268635248,9.29673499990927,"7","Pi"
"336",21.2840158028225,16.6130646552915,"7","Proper noun"
"337",28.8690674357281,-19.787685323136,"10","Plastic"
"338",9.95728164321396,1.66138054468048,"7","Product stewardship"
"339",8.27412251260873,9.68760445637603,"1","Peace"
"340",-14.3435870438905,-23.7614890916694,"2","Quebec"
"341",18.6722340279221,16.7203137849182,"7","Reading"
"342",-10.9193107698767,10.1023181578915,"1","Religion"
"343",-51.6539257607676,-3.51494159193748,"1","Roman"
"344",-10.9648473636841,40.1609176237108,"6","Rudyard Kipling"
"345",14.3439857566901,-2.91000407271835,"2","Recreation"
"346",50.6899433303405,-32.8774880417805,"10","Red"
"347",34.182190563974,-25.7923294397547,"10","Raw food"
"348",26.723449193585,-12.8488955935713,"10","Ram"
"349",-53.1318838229074,-2.84758250806524,"1","Roman Empire"
"350",-25.2953442619142,13.5568873298772,"4","Regime"
"351",-26.9172650005575,-37.9684336381515,"2","River"
"352",51.6503793389986,2.9998939859867,"7","Right angle"
"353",8.35820123031072,6.16941810832005,"1","Reward"
"354",22.1565635750711,-29.2250906647233,"2","Ranch"
"355",10.9175054039468,-10.01465618312,"7","Sport utility vehicle"
"356",49.0152607888096,-16.4491958558253,"10","Substance"
"357",-2.74141573415114,11.4465929823551,"1","Symbol"
"358",-13.4392792319415,-1.56756290924001,"4","September"
"359",44.1644558091422,0.0793371321671944,"7","Sound"
"360",4.02081388131689,3.94819344810176,"1","Society"
"361",17.2409545644958,13.1501774492615,"7","Suggestion"
"362",28.9271761527644,17.1883381915164,"7","Spache Readability Formula"
"363",29.2257959236024,-55.8011489407968,"4","Sport"
"364",16.9244780895194,4.58040532660079,"7","Science"
"365",-20.2197570223225,-32.0795015535023,"2","Saint Lawrence River"
"366",-61.8636672145125,-21.2716790777796,"2","Seville"
"367",30.1593921929006,-26.1261420476201,"10","Salami"
"368",18.7830218425003,18.868774402473,"7","Special English"
"369",30.4419856429378,-26.9288536478445,"10","Sausage"
"370",21.8411591339825,13.514653036998,"1","Slang"
"371",0.033246956578316,4.69963145713892,"1","Social contract"
"372",8.62762988633258,3.74956258155665,"10","Social capital"
"373",33.8786457812734,18.2142814948418,"7","Site"
"374",54.7934477925827,11.1810797877452,"7","Subtraction"
"375",57.2425335105021,-2.17289735510848,"7","String theory"
"376",16.3895334381299,-1.40208981202399,"7","Scientist"
"377",16.5611304429167,11.5386293262351,"1","Soapbox"
"378",4.4211457434521,23.4320595928438,"1","Supernatural"
"379",1.09563398281402,23.7158675257359,"1","Spirit"
"380",30.7251426463718,-36.8360907888604,"10","Seed"
"381",-1.89380961302117,-14.8341676878472,"2","Sail"
"382",-23.1172767370252,-8.48934414383774,"4","Spanish"
"383",31.542491663392,-6.37863679095469,"10","Skin"
"384",36.9513941024801,21.0167592740302,"7","Search engine"
"385",-13.4049769217556,14.2924565506672,"1","Sabbath in Christianity"
"386",15.2342018844452,3.58480405342717,"7","Statistics"
"387",52.2524295799655,-1.86953677064425,"7","Speed"
"388",34.6720185271382,17.9820045865569,"7","Server log"
"389",36.1382702247095,17.6619759101208,"7","Server"
"390",21.1860011508475,15.6816229317958,"7","Simile"
"391",-30.1651945589837,0.739128504079627,"2","State"
"392",-26.728068325894,-38.1512153975413,"7","Stream"
"393",71.5349852853067,-0.959248057300983,"7","Solar System"
"394",74.9449805161288,-0.554027109056662,"7","Saturn"
"395",-37.3530259327562,4.54373084291686,"1","Slavery"
"396",-10.4001004257346,16.5122139612658,"1","Soul"
"397",36.5280102005843,-21.5460477011411,"10","Soap"
"398",-0.812644758069949,32.9997882881817,"7","Summary"
"399",9.72285637876473,2.74995497644291,"7","Service economy"
"400",22.1101519132601,6.40555836142468,"10","Sense"
"401",-16.7567043914613,7.79894623779003,"1","Synagogue"
"402",11.5264269209128,0.820867451197776,"10","Scarcity"
"403",29.0615999180887,17.1747461506941,"7","Textual difficulty"
"404",20.3756302889581,46.946504042609,"8","Theatre"
"405",18.0305039717305,15.6477997134463,"7","Test"
"406",19.1171514814674,10.7734420674165,"7","Time horizon"
"407",10.005381982482,5.20971540834822,"7","Time limit"
"408",-21.9500875943925,-12.5861524763886,"2","Taiwan"
"409",11.0234701119301,-1.9595950830606,"7","Trademark"
"410",-13.8052971930013,15.5964496443531,"1","Ten Commandments"
"411",49.1906994162144,3.87419457045411,"10","Table"
"412",28.3124896521906,-38.0457507286231,"5","Tree"
"413",2.31309014588025,25.609014510447,"1","Tragedy"
"414",12.4220414314577,-40.3642067231431,"5","Taxonomy"
"415",-4.68028381943325,14.7419671012644,"1","Temple"
"416",7.79370679551149,7.5065091559544,"1","Theft"
"417",-39.1527006461155,8.06892914845162,"4","United Kingdom"
"418",13.8451228943148,33.3026293472745,"7","Universe"
"419",61.9388402840258,-10.7568168620619,"7","Unit of measurement"
"420",61.1821267753664,-11.439068538286,"7","United States customary units"
"421",74.8214077257704,-1.34287264816247,"7","Uranus"
"422",6.17290953198391,-6.80987560239872,"4","University"
"423",10.2495081154883,0.161124027110489,"7","Value"
"424",-17.2811987711648,-5.45175507291048,"6","Volapük"
"425",20.065315095746,17.9695933828695,"7","Vocabulary"
"426",34.8719291872054,-24.1528605586738,"10","Vegetable oil"
"427",21.8300630802292,16.2782735486113,"7","Verb"
"428",15.6843601873778,22.3116663557254,"7","Volume"
"429",73.4157081642115,-0.166157304745414,"7","Venus"
"430",-45.9867522601482,20.6834261801357,"1","Vatican City"
"431",53.509885621188,-1.74520377564029,"7","Velocity"
"432",34.8245745293962,19.5367369659126,"7","Virtual community"
"433",35.2772565654776,18.0220370330983,"7","World Wide Web"
"434",36.287997212915,21.7585742295331,"7","Wiki"
"435",35.2812002828349,24.3951131703794,"2","Website"
"436",21.5724305251558,14.0928054775893,"1","Word"
"437",37.3114258141516,20.6617474529865,"7","Web browser"
"438",38.9693146215794,8.52324156565185,"7","Web"
"439",35.8110348989021,23.0676774803115,"7","Webpage"
"440",18.8846006303557,14.9893919401927,"7","Wiktionary"
"441",44.6338765976986,20.7556055638539,"7","Microsoft Windows"
"442",16.2003872880695,-15.5277430037573,"10","Window"
"443",37.3314178443606,-28.6073920030395,"10","Wine"
"444",64.0023469104555,-10.6214277038437,"7","Width"
"445",43.0491511427475,-24.1794462034865,"10","Water"
"446",16.3443721173189,11.7890333033576,"1","Want"
"447",-2.74918474663788,-5.03795739223406,"1","War"
"448",-24.5805534216462,-5.59099084365567,"6","Yiddish"
"449",-10.9690638380144,-1.60653077447971,"4","Year"
"450",20.8846674584649,16.2030145655761,"7","You"
"451",15.8931911612187,-8.11637262548479,"7","Yard (disambiguation)"
"452",-15.2147350911511,-7.50867235407751,"1","Chinese language"
"453",55.6466592617632,9.35584064973119,"7","Zero"
"454",18.0926038118467,-0.806377678608777,"6","Zoology"
"455",51.7082743317496,-21.1111615779846,"10","Zinc"
"456",10.851072309706,-32.9110448807099,"5","Zebra"
"457",9.88355153218209,-29.2822749158376,"5","Zoo"
"458",31.7447310464631,18.8064493748224,"7","Copyright"
"459",-22.2730372466671,-12.5167678991858,"4","Republic of China"
"460",20.2380494833467,16.6061221431979,"7","Simple English"
"461",3.44326304866501,13.3538350161598,"4","Prison"
"462",-28.5672673853132,-18.7037222005947,"2","Mexico"
"463",5.12625187278671,-57.3632747259417,"2","Atlantic Ocean"
"464",71.1533567573018,0.890110867748071,"7","Mercury"
"465",52.2255514313626,-20.6312262809307,"10","Mercury (element)"
"466",-20.4802326358126,-18.4828679165117,"5","Africa"
"467",34.1644679446091,-30.0322107920509,"10","Butter"
"468",-28.4882650679965,13.2263135241341,"4","Cold War"
"469",-22.1517294492938,-12.5183209357883,"2","Mainland China"
"470",-36.1995152035976,-27.8114648643053,"2","Capital city"
"471",11.7044038054055,-54.3120454933714,"2","Climate"
"472",29.7297622844636,-13.8422699085163,"10","Fold (geology)"
"473",4.69780100018818,-49.5383441673056,"10","Volcanism"
"474",-22.5054432599096,-28.5779557901734,"2","Pacific Ocean"
"475",11.5928322983811,-50.3677924526825,"2","Antarctica"
"476",10.7518659325551,-50.8818648124964,"2","South Pole"
"477",-22.7131982138776,-28.5812643462868,"2","Indian Ocean"
"478",11.7771044329993,-50.314952995814,"2","Arctic Ocean"
"479",16.1265509164379,-27.3951463029935,"5","Inuit"
"480",24.6658078559763,-18.7752370511363,"10","Basket"
"481",39.8937517699999,17.6055350213339,"7","Software"
"482",31.3735535569036,-22.4734449450406,"10","Container"
"483",-20.3962357941445,-18.5010988100715,"2","South America"
"484",15.9208149325479,-15.9947924223785,"1","Bed"
"485",-20.6816341182227,-17.7527283653997,"2","Asia"
"486",16.718228180116,-14.8476125294817,"10","Wall"
